fname,ARIMA,SARIMA,RNN,LSTM
D1637.csv,100643.5009197179,109312.43500326102,0.00048684856,62836.653954087225
D3623.csv,512.132033221688,599.6298522436048,0.0028699513,240.16716531731865
D2052.csv,84987.93186632339,58525.03076741838,0.005879797,47467.494443021285
D3618.csv,1051.9551318410022,2477.234432025638,0.008147952,364.9355262592435
D136.csv,628484.8543509201,809961.9940113476,0.001410484,62338.59119472901
D41.csv,5208914.510625004,3455579.99572174,0.0076692724,152848.9002090731
D1643.csv,163688.47994406172,59668.71614493043,0.011907492,34036.16551530077
D2050.csv,3077.406393442623,3722.199867558028,0.011015265,1609.9347689790725
D2065.csv,17957.519054441134,13826.342058983411,0.09046688,1392.513196166359
D32.csv,13780.039009341072,14343.724318999593,0.0002577979,7946.051225718966
D46.csv,128561.64412604258,113873.84297263293,0.4337954,86940.4394891262
D162.csv,1000.6306249999998,1175.255877526862,0.009266717,1446.009353555504
D31.csv,12722.174125,906125.9902405739,0.00023039545,100651.08288143233
D2061.csv,8254.478014850318,8981.039724133541,0.06153036,12417.520358679421
D176.csv,373282.85413874994,382934.4051521152,0.09027151,14237.801160447976
D168.csv,1244.6960845061942,1690.0440550996095,0.020802304,277.06817352054156
D3613.csv,722018.3401639344,630151.6471981168,0.023277134,128372.40696891143
D2079.csv,54319.9875,33413.40803066212,0.01538657,14294.637068297716
D2085.csv,7319694.736842105,7319694.736842105,14356528.0,18228447.243336838
D2076.csv,7810492.06152313,9919347.719919855,1.123125,451237.72541430464
D3640.csv,50338.035738087376,72487.62880145996,0.009462963,17195.503482195036
D154.csv,169456.98350950537,213255.66302119233,0.0040181414,63193.967169281415
D3596.csv,4322.103625000001,5057.89744601977,0.015962282,1785.2130576317377
D3620.csv,1890.9279999999999,359572.63785444066,0.00057819596,903.2093036753191
D30.csv,5312.888564999998,2829.564973582293,0.00038326,489.5428797974065
D3616.csv,5954.557668404263,2264.0167844605503,0.03828818,872.4284786978262
D1644.csv,162399.84749574726,167902.1783795425,0.010062968,106380.80494421718
D1654.csv,195140.8320709481,279532.7394177358,0.020654224,95035.01246934102
D1645.csv,13219.00047652796,9012.145360124443,0.20522805,435.09461738636236
D174.csv,348.6844206690227,328.28667787240755,0.0031479322,95.09664527156109
D5.csv,38977.79789739983,28129.926434625275,0.028137427,36263.55772546936
D3644.csv,45956.41103299013,154917.33168828723,0.0027876333,196337.26469928026
D156.csv,337866.99762499996,283135.5309629307,0.006238343,29389.738115801094
D132.csv,16879994.511991218,10324580.358174874,0.2177538,187075.31827267012
D40.csv,21225.31765128894,13956.330009401836,0.009659292,3364.2992403051458
D3610.csv,541781.25,536185.2387099395,0.00022094748,847605.7217122614
D3631.csv,416.07872352981065,1894.1099769333086,0.009511943,109.83263937214372
D169.csv,1224.9561613121937,3912.338413723593,0.0025874947,311.08939854810535
D2046.csv,29227.908746618108,68594.59672427666,0.0073089157,7262.394600891508
D2047.csv,46189.0164141199,49635.169459137964,0.007152807,13894.45755873754
D50.csv,0.00043645933677708163,0.0007338032891148392,0.010274117,0.0002495884303687285
D2041.csv,289935.50324409956,185946.20311443126,0.18237425,7692.523653033281
D37.csv,6607.791000587401,56950.78664086877,0.0008712811,5629.839834300371
D151.csv,35719.55638300617,36407.51559185281,0.017683133,6383.954686115165
D7.csv,411191.96952216997,885885.2222652293,0.0032648335,41814.35795549293
D160.csv,8166.572145347044,10823.944682165613,0.003499627,3015.0632783578703
D2071.csv,4701.27605954169,12865.428986252202,0.014882642,10330.153827848222
D2054.csv,5571.533252723151,6311.700360910839,0.04539702,3866.867487356851
